ReportID,Fecha,Capitulo,TipoRecurso,CodigoRecurso,Recurso,Cantidad,Unidad,CostoUnitario
REP-SYN-0015,2026-06-10,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,18,Hora Hombre,14.5
REP-SYN-0015,2026-06-10,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,7.76,Hora Máquina,55
REP-SYN-0015,2026-06-10,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,6.24,Hora Máquina,42
REP-SYN-0016,2026-06-10,OBR-PRE,Mano de Obra,LH-CAP,Capataz de Edificación,16,Hora Hombre,28
REP-SYN-0016,2026-06-10,OBR-PRE,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0016,2026-06-10,OBR-PRE,Mano de Obra,LH-PEO,Peón de Construcción,21,Hora Hombre,14.5
REP-SYN-0016,2026-06-10,OBR-PRE,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),7.35,Bolsa,24.5
REP-SYN-0016,2026-06-10,OBR-PRE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,4.08,Hora Máquina,55
REP-SYN-0017,2026-06-11,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,16,Hora Hombre,28
REP-SYN-0017,2026-06-11,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0017,2026-06-11,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,27,Hora Hombre,14.5
REP-SYN-0017,2026-06-11,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,7.84,Hora Máquina,55
REP-SYN-0017,2026-06-11,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,4,Hora Máquina,42
REP-SYN-0018,2026-06-12,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,28,Hora Hombre,28
REP-SYN-0018,2026-06-12,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,24,Hora Hombre,22.5
REP-SYN-0018,2026-06-12,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,6,Hora Hombre,14.5
REP-SYN-0018,2026-06-12,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,5.67,Hora Máquina,55
REP-SYN-0018,2026-06-12,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,5.18,Hora Máquina,42
REP-SYN-0019,2026-06-13,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,32,Hora Hombre,28
REP-SYN-0019,2026-06-13,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,27,Hora Hombre,22.5
REP-SYN-0019,2026-06-13,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,24,Hora Hombre,14.5
REP-SYN-0019,2026-06-13,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,6.56,Hora Máquina,55
REP-SYN-0019,2026-06-13,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,4.88,Hora Máquina,42
REP-SYN-0020,2026-06-14,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,18,Hora Hombre,28
REP-SYN-0020,2026-06-14,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,8,Hora Hombre,22.5
REP-SYN-0020,2026-06-14,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,32,Hora Hombre,14.5
REP-SYN-0020,2026-06-14,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,7.2,Hora Máquina,55
REP-SYN-0020,2026-06-14,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,4.24,Hora Máquina,42
REP-SYN-0021,2026-06-15,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,24,Hora Hombre,28
REP-SYN-0021,2026-06-15,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,7,Hora Hombre,22.5
REP-SYN-0021,2026-06-15,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,18,Hora Hombre,18
REP-SYN-0021,2026-06-15,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,8,Hora Hombre,14.5
REP-SYN-0021,2026-06-15,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),17.6,Bolsa,24.5
REP-SYN-0021,2026-06-15,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,207.89,kg,4.8
REP-SYN-0021,2026-06-15,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.56,m3,65
REP-SYN-0021,2026-06-15,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",1.31,m3,72
REP-SYN-0021,2026-06-15,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,7.76,Hora Máquina,15
REP-SYN-0021,2026-06-15,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",5.44,Hora Máquina,8.5
REP-SYN-0022,2026-06-15,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,32,Hora Hombre,28
REP-SYN-0022,2026-06-15,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,32,Hora Hombre,22.5
REP-SYN-0022,2026-06-15,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,18,Hora Hombre,14.5
REP-SYN-0022,2026-06-15,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,7.84,Hora Máquina,55
REP-SYN-0022,2026-06-15,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,5.12,Hora Máquina,42
REP-SYN-0023,2026-06-16,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,8,Hora Hombre,28
REP-SYN-0023,2026-06-16,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,9,Hora Hombre,22.5
REP-SYN-0023,2026-06-16,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,24,Hora Hombre,18
REP-SYN-0023,2026-06-16,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,9,Hora Hombre,14.5
REP-SYN-0023,2026-06-16,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),27.52,Bolsa,24.5
REP-SYN-0023,2026-06-16,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,395.43,kg,4.8
REP-SYN-0023,2026-06-16,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,3.75,m3,65
REP-SYN-0023,2026-06-16,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",1.17,m3,72
REP-SYN-0023,2026-06-16,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,6.64,Hora Máquina,15
REP-SYN-0023,2026-06-16,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",6,Hora Máquina,8.5
REP-SYN-0024,2026-06-16,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,14,Hora Hombre,28
REP-SYN-0024,2026-06-16,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,18,Hora Hombre,22.5
REP-SYN-0024,2026-06-16,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,24,Hora Hombre,14.5
REP-SYN-0024,2026-06-16,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,6.64,Hora Máquina,55
REP-SYN-0024,2026-06-16,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,5.6,Hora Máquina,42
REP-SYN-0025,2026-06-17,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,24,Hora Hombre,28
REP-SYN-0025,2026-06-17,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0025,2026-06-17,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,24,Hora Hombre,18
REP-SYN-0025,2026-06-17,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,21,Hora Hombre,14.5
REP-SYN-0025,2026-06-17,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),12.41,Bolsa,24.5
REP-SYN-0025,2026-06-17,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,118.72,kg,4.8
REP-SYN-0025,2026-06-17,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.3,m3,65
REP-SYN-0025,2026-06-17,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.7,m3,72
REP-SYN-0025,2026-06-17,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,7.04,Hora Máquina,15
REP-SYN-0025,2026-06-17,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",6.96,Hora Máquina,8.5
REP-SYN-0026,2026-06-17,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,24,Hora Hombre,28
REP-SYN-0026,2026-06-17,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,8,Hora Hombre,22.5
REP-SYN-0026,2026-06-17,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,24,Hora Hombre,14.5
REP-SYN-0026,2026-06-17,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,7.44,Hora Máquina,55
REP-SYN-0026,2026-06-17,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,5.12,Hora Máquina,42
REP-SYN-0027,2026-06-18,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,15,Hora Hombre,28
REP-SYN-0027,2026-06-18,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,20,Hora Hombre,22.5
REP-SYN-0027,2026-06-18,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,5,Hora Hombre,18
REP-SYN-0027,2026-06-18,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,20,Hora Hombre,14.5
REP-SYN-0027,2026-06-18,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),16.26,Bolsa,24.5
REP-SYN-0027,2026-06-18,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,315.23,kg,4.8
REP-SYN-0027,2026-06-18,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.72,m3,65
REP-SYN-0027,2026-06-18,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.98,m3,72
REP-SYN-0027,2026-06-18,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,4.25,Hora Máquina,15
REP-SYN-0027,2026-06-18,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",3.25,Hora Máquina,8.5
REP-SYN-0028,2026-06-18,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,5,Hora Hombre,28
REP-SYN-0028,2026-06-18,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,10,Hora Hombre,22.5
REP-SYN-0028,2026-06-18,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,20,Hora Hombre,14.5
REP-SYN-0028,2026-06-18,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,4.9,Hora Máquina,55
REP-SYN-0028,2026-06-18,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,3.25,Hora Máquina,42
REP-SYN-0029,2026-06-19,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,18,Hora Hombre,28
REP-SYN-0029,2026-06-19,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,9,Hora Hombre,22.5
REP-SYN-0029,2026-06-19,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,16,Hora Hombre,18
REP-SYN-0029,2026-06-19,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,14,Hora Hombre,14.5
REP-SYN-0029,2026-06-19,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),55.98,Bolsa,24.5
REP-SYN-0029,2026-06-19,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,152.41,kg,4.8
REP-SYN-0029,2026-06-19,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,1.94,m3,65
REP-SYN-0029,2026-06-19,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.32,m3,72
REP-SYN-0029,2026-06-19,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,5.84,Hora Máquina,15
REP-SYN-0029,2026-06-19,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",6.72,Hora Máquina,8.5
REP-SYN-0030,2026-06-19,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,24,Hora Hombre,28
REP-SYN-0030,2026-06-19,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0030,2026-06-19,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,16,Hora Hombre,14.5
REP-SYN-0030,2026-06-19,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,7.6,Hora Máquina,55
REP-SYN-0030,2026-06-19,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,4.32,Hora Máquina,42
REP-SYN-0031,2026-06-20,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,24,Hora Hombre,28
REP-SYN-0031,2026-06-20,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,24,Hora Hombre,22.5
REP-SYN-0031,2026-06-20,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,21,Hora Hombre,18
REP-SYN-0031,2026-06-20,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,14,Hora Hombre,14.5
REP-SYN-0031,2026-06-20,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),16.62,Bolsa,24.5
REP-SYN-0031,2026-06-20,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,350,kg,4.8
REP-SYN-0031,2026-06-20,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,1.43,m3,65
REP-SYN-0031,2026-06-20,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",2.34,m3,72
REP-SYN-0031,2026-06-20,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,6.24,Hora Máquina,15
REP-SYN-0031,2026-06-20,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",6.56,Hora Máquina,8.5
REP-SYN-0032,2026-06-20,MOV-TIE,Mano de Obra,LH-CAP,Capataz de Edificación,9,Hora Hombre,28
REP-SYN-0032,2026-06-20,MOV-TIE,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0032,2026-06-20,MOV-TIE,Mano de Obra,LH-PEO,Peón de Construcción,16,Hora Hombre,14.5
REP-SYN-0032,2026-06-20,MOV-TIE,Equipo,EQ-RET,Retroexcavadora CAT 320 Orugas,7.84,Hora Máquina,55
REP-SYN-0032,2026-06-20,MOV-TIE,Equipo,EQ-VOL,Camión Volquete Volvo 15m3,4.56,Hora Máquina,42
REP-SYN-0033,2026-06-21,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,16,Hora Hombre,28
REP-SYN-0033,2026-06-21,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0033,2026-06-21,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,21,Hora Hombre,18
REP-SYN-0033,2026-06-21,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,21,Hora Hombre,14.5
REP-SYN-0033,2026-06-21,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),44.25,Bolsa,24.5
REP-SYN-0033,2026-06-21,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,343.7,kg,4.8
REP-SYN-0033,2026-06-21,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.08,m3,65
REP-SYN-0033,2026-06-21,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.35,m3,72
REP-SYN-0033,2026-06-21,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,7.52,Hora Máquina,15
REP-SYN-0033,2026-06-21,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",4.88,Hora Máquina,8.5
REP-SYN-0034,2026-06-22,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,44,Hora Hombre,28
REP-SYN-0034,2026-06-22,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,20,Hora Hombre,22.5
REP-SYN-0034,2026-06-22,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,22,Hora Hombre,18
REP-SYN-0034,2026-06-22,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,20,Hora Hombre,14.5
REP-SYN-0034,2026-06-22,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),41.99,Bolsa,24.5
REP-SYN-0034,2026-06-22,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,297.68,kg,4.8
REP-SYN-0034,2026-06-22,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,1.04,m3,65
REP-SYN-0034,2026-06-22,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.97,m3,72
REP-SYN-0034,2026-06-22,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,7.1,Hora Máquina,15
REP-SYN-0034,2026-06-22,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",8.9,Hora Máquina,8.5
REP-SYN-0035,2026-06-23,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,32,Hora Hombre,28
REP-SYN-0035,2026-06-23,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,21,Hora Hombre,22.5
